employee_id,effective_date,job_function,job_level,pay_rate_type,location,max_tenure,max_role_tenure,max_promotions,employee_status
4303,2022-07-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4304,2024-10-01,Strategy,L3,Salary,Orlando,823,458,2.0,Active
4305,2022-07-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4306,2022-07-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4307,2022-07-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4308,2022-07-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4309,2022-10-01,Strategy,L2,Hourly,MoonMart2,184,184,1.0,Terminated
4310,2024-04-01,Strategy,L3,Salary,MoonMart2,731,366,2.0,Terminated
4312,2022-07-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4314,2022-07-01,Strategy,L2,Hourly,MoonMart2,92,92,1.0,Terminated
4315,2023-04-01,Strategy,L2,Hourly,MoonMart1,365,365,1.0,Terminated
4317,2023-01-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
4318,2022-07-01,Strategy,L2,Hourly,MoonMart1,92,92,1.0,Terminated
4319,2023-01-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
4320,2023-04-01,Strategy,L2,Hourly,Orlando,365,365,1.0,Terminated
4322,2022-10-01,Strategy,L2,Hourly,MoonMart1,184,184,1.0,Terminated
4323,2022-07-01,Strategy,L2,Hourly,MoonMart2,92,92,1.0,Terminated
4324,2024-10-01,Strategy,L3,Salary,Orlando,823,823,1.0,Active
4325,2023-10-01,Strategy,L3,Salary,Orlando,549,549,1.0,Terminated
4327,2022-07-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4330,2023-07-01,Strategy,L2,Hourly,Orlando,457,457,1.0,Terminated
4331,2024-04-01,Strategy,L3,Salary,Orlando,731,731,1.0,Terminated
4332,2022-10-01,Strategy,L2,Hourly,MoonMart2,184,184,1.0,Terminated
4333,2023-01-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
4336,2024-01-01,Strategy,L3,Salary,Orlando,640,183,2.0,Terminated
4339,2024-01-01,Strategy,L3,Salary,Orlando,640,366,2.0,Terminated
4340,2024-01-01,Strategy,L3,Salary,Orlando,640,275,2.0,Terminated
4342,2023-01-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
4343,2024-01-01,Strategy,L3,Salary,MoonMart1,640,275,2.0,Terminated
4344,2023-04-01,Strategy,L2,Hourly,Orlando,365,365,1.0,Terminated
4345,2024-01-01,Strategy,L3,Salary,MoonMart2,640,640,1.0,Terminated
4347,2024-01-01,Strategy,L3,Salary,Orlando,640,640,1.0,Terminated
4348,2024-01-01,Strategy,L3,Salary,MoonMart2,640,275,2.0,Terminated
4349,2022-07-01,Strategy,L2,Hourly,MoonMart2,92,92,1.0,Terminated
4350,2022-07-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4351,2023-01-01,Strategy,L3,Salary,Orlando,274,274,1.0,Terminated
4352,2022-07-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4353,2023-04-01,Strategy,L3,Salary,Orlando,365,365,1.0,Terminated
4356,2023-01-01,Strategy,L2,Hourly,MoonMart1,274,274,1.0,Terminated
4357,2022-07-01,Strategy,L2,Hourly,MoonMart2,92,92,1.0,Terminated
4358,2023-10-01,Strategy,L2,Hourly,MoonMart1,549,549,1.0,Terminated
4359,2022-10-01,Strategy,L3,Salary,Orlando,184,184,1.0,Terminated
4360,2024-01-01,Strategy,L3,Salary,MoonMart2,640,183,2.0,Terminated
4361,2022-07-01,Strategy,L2,Hourly,MoonMart1,92,92,1.0,Terminated
4362,2022-07-01,Strategy,L2,Hourly,MoonMart2,92,92,1.0,Terminated
4363,2022-10-01,Strategy,L3,Salary,MoonMart2,184,184,1.0,Terminated
4364,2022-10-01,Strategy,L2,Hourly,MoonMart1,184,184,1.0,Terminated
4365,2023-07-01,Strategy,L3,Salary,Orlando,457,457,1.0,Terminated
4366,2022-10-01,Strategy,L3,Salary,MoonMart1,184,184,1.0,Terminated
4368,2022-07-01,Strategy,L2,Hourly,MoonMart1,92,92,1.0,Terminated
4369,2022-10-01,Strategy,L2,Hourly,MoonMart2,184,184,1.0,Terminated
4370,2022-07-01,Strategy,L3,Salary,MoonMart2,92,92,1.0,Terminated
4371,2022-07-01,Strategy,L3,Salary,Orlando,92,92,1.0,Terminated
4372,2022-10-01,Strategy,L3,Salary,MoonMart2,184,184,1.0,Terminated
4373,2022-07-01,Strategy,L2,Hourly,MoonMart2,92,92,1.0,Terminated
4374,2022-10-01,Strategy,L2,Hourly,Orlando,184,184,1.0,Terminated
4375,2023-07-01,Strategy,L2,Hourly,Orlando,457,457,1.0,Terminated
4377,2022-07-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4379,2022-07-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4380,2022-10-01,Strategy,L2,Hourly,MoonMart2,184,184,1.0,Terminated
4381,2023-07-01,Strategy,L2,Hourly,Orlando,457,457,1.0,Terminated
4382,2023-01-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
4383,2023-01-01,Strategy,L3,Salary,Orlando,274,274,1.0,Terminated
4386,2022-07-01,Strategy,L3,Salary,Orlando,92,92,1.0,Terminated
4387,2023-10-01,Strategy,L2,Hourly,Orlando,549,549,1.0,Terminated
4388,2024-10-01,Strategy,L3,Salary,Orlando,823,823,1.0,Active
4389,2023-01-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
4390,2022-07-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4391,2024-01-01,Strategy,L3,Salary,Orlando,640,640,1.0,Terminated
4393,2022-07-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4395,2024-01-01,Strategy,L3,Salary,Orlando,640,275,2.0,Terminated
4396,2023-04-01,Strategy,L2,Hourly,MoonMart2,365,365,1.0,Terminated
4399,2023-01-01,Strategy,L2,Hourly,MoonMart1,274,274,1.0,Terminated
4400,2022-07-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4401,2022-07-01,Strategy,L3,Salary,Orlando,92,92,1.0,Terminated
4403,2022-10-01,Strategy,L2,Hourly,MoonMart1,184,184,1.0,Terminated
4405,2023-04-01,Strategy,L2,Hourly,Orlando,365,365,1.0,Terminated
4407,2023-01-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
4408,2023-07-01,Strategy,L2,Hourly,MoonMart2,457,457,1.0,Terminated
4409,2022-07-01,Strategy,L2,Hourly,MoonMart2,92,92,1.0,Terminated
4410,2022-07-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4412,2022-07-01,Strategy,L2,Hourly,MoonMart2,92,92,1.0,Terminated
4413,2022-07-01,Strategy,L2,Hourly,MoonMart1,92,92,1.0,Terminated
4415,2023-07-01,Strategy,L2,Hourly,Orlando,457,457,1.0,Terminated
4416,2023-07-01,Strategy,L2,Hourly,Orlando,457,457,1.0,Terminated
4417,2023-07-01,Strategy,L3,Salary,MoonMart2,457,457,1.0,Terminated
4419,2023-04-01,Strategy,L2,Hourly,Orlando,365,365,1.0,Terminated
4420,2022-10-01,Strategy,L2,Hourly,MoonMart1,184,184,1.0,Terminated
4421,2023-07-01,Strategy,L2,Hourly,MoonMart2,457,457,1.0,Terminated
4423,2022-07-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4424,2022-07-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4425,2022-07-01,Strategy,L2,Hourly,MoonMart2,92,92,1.0,Terminated
4426,2023-04-01,Strategy,L3,Salary,Orlando,365,365,1.0,Terminated
4427,2022-07-01,Strategy,L2,Hourly,MoonMart1,92,92,1.0,Terminated
4428,2022-10-01,Strategy,L2,Hourly,MoonMart1,184,184,1.0,Terminated
4429,2022-07-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4430,2023-04-01,Strategy,L2,Hourly,Orlando,365,365,1.0,Terminated
4431,2023-04-01,Strategy,L2,Hourly,Orlando,365,365,1.0,Terminated
4433,2023-10-01,Strategy,L2,Hourly,MoonMart1,549,549,1.0,Terminated
4436,2024-04-01,Strategy,L3,Salary,MoonMart2,731,274,2.0,Terminated
4440,2022-07-01,Strategy,L2,Hourly,MoonMart1,92,92,1.0,Terminated
4441,2024-07-01,Strategy,L3,Salary,MoonMart1,823,823,1.0,Terminated
4443,2022-07-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4446,2023-01-01,Strategy,L2,Hourly,MoonMart2,274,274,1.0,Terminated
4447,2022-07-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4449,2022-10-01,Strategy,L2,Hourly,MoonMart1,184,184,1.0,Terminated
4450,2023-01-01,Strategy,L2,Hourly,MoonMart2,274,274,1.0,Terminated
4451,2024-04-01,Strategy,L2,Hourly,MoonMart1,731,731,1.0,Terminated
4452,2022-10-01,Strategy,L2,Hourly,MoonMart1,184,184,1.0,Terminated
4453,2024-04-01,Strategy,L3,Salary,Orlando,731,366,2.0,Terminated
4454,2023-01-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
4455,2023-01-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
4456,2023-04-01,Strategy,L2,Hourly,Orlando,365,365,1.0,Terminated
4457,2023-07-01,Strategy,L2,Hourly,Orlando,457,457,1.0,Terminated
4458,2023-01-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
4459,2022-10-01,Strategy,L2,Hourly,MoonMart2,184,184,1.0,Terminated
4460,2022-10-01,Strategy,L2,Hourly,MoonMart1,184,184,1.0,Terminated
4462,2024-10-01,Strategy,L3,Salary,Orlando,823,823,1.0,Active
4463,2022-10-01,Strategy,L2,Hourly,MoonMart1,184,184,1.0,Terminated
4464,2022-10-01,Strategy,L3,Salary,MoonMart2,184,184,1.0,Terminated
4466,2023-04-01,Strategy,L2,Hourly,Orlando,365,365,1.0,Terminated
4468,2023-04-01,Strategy,L2,Hourly,Orlando,365,365,1.0,Terminated
4469,2022-07-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4470,2022-07-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4471,2022-07-01,Strategy,L2,Hourly,MoonMart1,92,92,1.0,Terminated
4472,2023-10-01,Strategy,L2,Hourly,MoonMart2,549,549,1.0,Terminated
4473,2022-07-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4474,2023-01-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
4475,2023-10-01,Strategy,L2,Hourly,MoonMart2,549,549,1.0,Terminated
4476,2023-04-01,Strategy,L2,Hourly,MoonMart1,365,365,1.0,Terminated
4478,2022-07-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4479,2022-10-01,Strategy,L3,Salary,MoonMart1,184,184,1.0,Terminated
4480,2022-10-01,Strategy,L2,Hourly,MoonMart2,184,184,1.0,Terminated
4482,2022-07-01,Strategy,L3,Salary,MoonMart1,92,92,1.0,Terminated
4484,2023-10-01,Strategy,L2,Hourly,MoonMart2,549,549,1.0,Terminated
4486,2023-04-01,Strategy,L3,Salary,MoonMart2,365,365,1.0,Terminated
4487,2022-07-01,Strategy,L2,Hourly,MoonMart1,92,92,1.0,Terminated
4488,2022-07-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4489,2022-07-01,Strategy,L2,Hourly,MoonMart1,92,92,1.0,Terminated
4490,2022-07-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4491,2023-04-01,Strategy,L2,Hourly,MoonMart2,365,365,1.0,Terminated
4492,2024-10-01,Strategy,L3,Salary,MoonMart2,823,823,1.0,Active
4493,2023-01-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
4494,2023-07-01,Strategy,L2,Hourly,Orlando,457,457,1.0,Terminated
4495,2022-07-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4496,2022-10-01,Strategy,L3,Salary,MoonMart1,184,184,1.0,Terminated
4497,2023-07-01,Strategy,L2,Hourly,MoonMart2,457,457,1.0,Terminated
4498,2022-10-01,Strategy,L2,Hourly,Orlando,184,184,1.0,Terminated
4499,2022-07-01,Strategy,L2,Hourly,MoonMart1,92,92,1.0,Terminated
4500,2023-01-01,Strategy,L2,Hourly,MoonMart2,274,274,1.0,Terminated
4501,2022-10-01,Strategy,L2,Hourly,MoonMart1,184,184,1.0,Terminated
4502,2022-07-01,Strategy,L2,Hourly,MoonMart1,92,92,1.0,Terminated
4505,2023-04-01,Strategy,L2,Hourly,MoonMart1,365,365,1.0,Terminated
4506,2022-07-01,Strategy,L2,Hourly,MoonMart1,92,92,1.0,Terminated
4507,2024-07-01,Strategy,L3,Salary,MoonMart2,823,823,1.0,Terminated
4508,2023-04-01,Strategy,L3,Salary,Orlando,365,365,1.0,Terminated
4510,2022-10-01,Strategy,L2,Hourly,MoonMart1,184,184,1.0,Terminated
4511,2023-01-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
4512,2023-10-01,Strategy,L2,Hourly,Orlando,549,549,1.0,Terminated
4513,2022-10-01,Strategy,L2,Hourly,MoonMart2,184,184,1.0,Terminated
4516,2023-07-01,Strategy,L2,Hourly,Orlando,457,457,1.0,Terminated
4517,2023-10-01,Strategy,L2,Hourly,Orlando,549,549,1.0,Terminated
4518,2023-07-01,Strategy,L2,Hourly,Orlando,457,457,1.0,Terminated
4519,2022-07-01,Strategy,L2,Hourly,MoonMart2,92,92,1.0,Terminated
4521,2022-07-01,Strategy,L2,Hourly,MoonMart1,92,92,1.0,Terminated
4523,2022-07-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4524,2022-07-01,Strategy,L2,Hourly,MoonMart2,92,92,1.0,Terminated
4525,2023-07-01,Strategy,L2,Hourly,MoonMart2,457,457,1.0,Terminated
4527,2023-07-01,Strategy,L2,Hourly,Orlando,457,457,1.0,Terminated
4529,2022-07-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4532,2023-04-01,Strategy,L2,Hourly,MoonMart1,365,365,1.0,Terminated
4534,2022-07-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4535,2023-04-01,Strategy,L2,Hourly,Orlando,365,365,1.0,Terminated
4536,2022-07-01,Strategy,L3,Salary,MoonMart1,92,92,1.0,Terminated
4538,2022-10-01,Strategy,L3,Salary,MoonMart2,184,184,1.0,Terminated
4539,2022-07-01,Strategy,L2,Hourly,MoonMart2,92,92,1.0,Terminated
4540,2023-04-01,Strategy,L2,Hourly,MoonMart2,365,365,1.0,Terminated
4541,2023-01-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
4542,2022-07-01,Strategy,L2,Hourly,MoonMart1,92,92,1.0,Terminated
4544,2023-04-01,Strategy,L3,Salary,MoonMart1,365,365,1.0,Terminated
4545,2024-10-01,Strategy,L3,Salary,MoonMart2,823,458,2.0,Active
4546,2022-07-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4547,2022-10-01,Strategy,L2,Hourly,MoonMart1,184,184,1.0,Terminated
4550,2022-07-01,Strategy,L2,Hourly,MoonMart1,92,92,1.0,Terminated
4551,2023-07-01,Strategy,L2,Hourly,MoonMart1,457,457,1.0,Terminated
4552,2022-10-01,Strategy,L2,Hourly,MoonMart1,184,184,1.0,Terminated
4553,2024-10-01,Strategy,L3,Salary,Orlando,823,823,1.0,Active
4555,2023-07-01,Strategy,L2,Hourly,MoonMart1,457,457,1.0,Terminated
4556,2023-04-01,Strategy,L2,Hourly,Orlando,365,365,1.0,Terminated
4557,2022-10-01,Strategy,L3,Salary,MoonMart1,184,184,1.0,Terminated
4559,2022-07-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4561,2024-04-01,Strategy,L3,Salary,MoonMart1,731,274,2.0,Terminated
4562,2023-01-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
4563,2023-07-01,Strategy,L2,Hourly,MoonMart2,457,457,1.0,Terminated
4564,2022-07-01,Strategy,L2,Hourly,MoonMart2,92,92,1.0,Terminated
4568,2022-07-01,Strategy,L2,Hourly,MoonMart1,92,92,1.0,Terminated
4569,2023-10-01,Strategy,L2,Hourly,MoonMart2,549,549,1.0,Terminated
4570,2023-07-01,Strategy,L2,Hourly,Orlando,457,457,1.0,Terminated
4571,2023-04-01,Strategy,L2,Hourly,Orlando,365,365,1.0,Terminated
4573,2024-04-01,Strategy,L3,Salary,Orlando,731,366,2.0,Terminated
4574,2023-07-01,Strategy,L2,Hourly,Orlando,457,457,1.0,Terminated
4575,2022-07-01,Strategy,L3,Salary,MoonMart1,92,92,1.0,Terminated
4577,2023-04-01,Strategy,L3,Salary,MoonMart1,365,365,1.0,Terminated
4580,2022-07-01,Strategy,L2,Hourly,MoonMart2,92,92,1.0,Terminated
4581,2022-07-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4583,2022-07-01,Strategy,L2,Hourly,MoonMart1,92,92,1.0,Terminated
4584,2023-01-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
4588,2022-07-01,Strategy,L3,Salary,Orlando,92,92,1.0,Terminated
4589,2023-01-01,Strategy,L2,Hourly,MoonMart2,274,274,1.0,Terminated
4591,2022-10-01,Strategy,L2,Hourly,MoonMart1,184,184,1.0,Terminated
4595,2022-07-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4596,2023-01-01,Strategy,L3,Salary,Orlando,274,274,1.0,Terminated
4597,2022-10-01,Strategy,L2,Hourly,MoonMart2,184,184,1.0,Terminated
4601,2022-07-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4603,2022-07-01,Strategy,L2,Hourly,MoonMart2,92,92,1.0,Terminated
4604,2022-07-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4605,2022-07-01,Strategy,L2,Hourly,MoonMart1,92,92,1.0,Terminated
4606,2024-01-01,Strategy,L3,Salary,Orlando,640,640,1.0,Terminated
4607,2023-01-01,Strategy,L3,Salary,Orlando,274,274,1.0,Terminated
4609,2022-10-01,Strategy,L3,Salary,MoonMart2,184,184,1.0,Terminated
4610,2022-10-01,Strategy,L2,Hourly,MoonMart1,184,184,1.0,Terminated
4611,2022-10-01,Strategy,L3,Salary,Orlando,184,184,1.0,Terminated
4612,2022-07-01,Strategy,L3,Salary,Orlando,92,92,1.0,Terminated
4613,2022-07-01,Strategy,L2,Hourly,MoonMart1,92,92,1.0,Terminated
4614,2022-07-01,Strategy,L2,Hourly,MoonMart2,92,92,1.0,Terminated
4617,2023-01-01,Strategy,L3,Salary,Orlando,274,274,1.0,Terminated
4620,2022-07-01,Strategy,L2,Hourly,MoonMart1,92,92,1.0,Terminated
4621,2023-04-01,Strategy,L3,Salary,Orlando,365,365,1.0,Terminated
4623,2022-10-01,Strategy,L2,Hourly,MoonMart1,184,184,1.0,Terminated
4624,2023-07-01,Strategy,L3,Salary,MoonMart2,457,457,1.0,Terminated
4625,2023-01-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
4626,2022-10-01,Strategy,L2,Hourly,Orlando,184,184,1.0,Terminated
4628,2024-04-01,Strategy,L3,Salary,Orlando,731,457,2.0,Terminated
4629,2023-01-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
4630,2024-10-01,Strategy,L3,Salary,Orlando,823,823,1.0,Active
4631,2023-04-01,Strategy,L2,Hourly,Orlando,273,273,1.0,Terminated
4632,2022-10-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4633,2022-10-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4636,2023-10-01,Strategy,L2,Hourly,MoonMart2,457,457,1.0,Terminated
4638,2023-01-01,Strategy,L2,Hourly,MoonMart2,182,182,1.0,Terminated
4639,2022-10-01,Strategy,L2,Hourly,MoonMart2,92,92,1.0,Terminated
4640,2024-04-01,Strategy,L3,Salary,Orlando,639,182,2.0,Terminated
4641,2022-10-01,Strategy,L3,Salary,MoonMart2,92,92,1.0,Terminated
4643,2023-04-01,Strategy,L3,Salary,Orlando,273,273,1.0,Terminated
4644,2022-10-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4645,2022-10-01,Strategy,L3,Salary,MoonMart1,92,92,1.0,Terminated
4646,2024-04-01,Strategy,L3,Salary,MoonMart2,639,639,1.0,Terminated
4649,2023-01-01,Strategy,L2,Hourly,MoonMart2,182,182,1.0,Terminated
4650,2023-10-01,Strategy,L2,Hourly,Orlando,457,457,1.0,Terminated
4651,2022-10-01,Strategy,L2,Hourly,MoonMart1,92,92,1.0,Terminated
4652,2023-10-01,Strategy,L2,Hourly,Orlando,457,457,1.0,Terminated
4653,2023-04-01,Strategy,L2,Hourly,Orlando,273,273,1.0,Terminated
4654,2023-07-01,Strategy,L2,Hourly,Orlando,365,365,1.0,Terminated
4655,2023-04-01,Strategy,L2,Hourly,MoonMart2,273,273,1.0,Terminated
4656,2023-07-01,Strategy,L2,Hourly,Orlando,365,365,1.0,Terminated
4657,2023-10-01,Strategy,L2,Hourly,MoonMart1,457,457,1.0,Terminated
4658,2023-01-01,Strategy,L3,Salary,MoonMart2,182,182,1.0,Terminated
4660,2024-10-01,Strategy,L3,Salary,MoonMart1,731,458,2.0,Active
4662,2023-01-01,Strategy,L2,Hourly,MoonMart1,182,182,1.0,Terminated
4663,2023-07-01,Strategy,L2,Hourly,MoonMart2,365,365,1.0,Terminated
4665,2023-01-01,Strategy,L2,Hourly,MoonMart2,182,182,1.0,Terminated
4666,2022-10-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4667,2024-10-01,Strategy,L3,Salary,MoonMart2,731,458,2.0,Active
4668,2022-10-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4669,2024-10-01,Strategy,L3,Salary,MoonMart1,731,458,2.0,Active
4670,2024-01-01,Strategy,L2,Hourly,Orlando,548,548,1.0,Terminated
4673,2022-10-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4674,2023-01-01,Strategy,L2,Hourly,MoonMart1,182,182,1.0,Terminated
4675,2024-10-01,Strategy,L3,Salary,MoonMart2,731,731,1.0,Active
4676,2022-10-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4678,2022-10-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4679,2023-04-01,Strategy,L2,Hourly,Orlando,273,273,1.0,Terminated
4680,2023-07-01,Strategy,L2,Hourly,MoonMart1,365,365,1.0,Terminated
4682,2024-01-01,Strategy,L2,Hourly,MoonMart1,548,548,1.0,Terminated
4684,2024-10-01,Strategy,L3,Salary,MoonMart2,731,731,1.0,Active
4685,2024-10-01,Strategy,L3,Salary,Orlando,731,458,2.0,Active
4686,2022-10-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4687,2022-10-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4688,2023-01-01,Strategy,L2,Hourly,Orlando,182,182,1.0,Terminated
4689,2023-07-01,Strategy,L3,Salary,Orlando,365,365,1.0,Terminated
4690,2023-01-01,Strategy,L2,Hourly,MoonMart1,182,182,1.0,Terminated
4691,2023-07-01,Strategy,L2,Hourly,MoonMart1,365,365,1.0,Terminated
4692,2024-10-01,Strategy,L3,Salary,Orlando,731,731,1.0,Active
4693,2024-04-01,Strategy,L3,Salary,Orlando,639,274,2.0,Terminated
4695,2024-01-01,Strategy,L2,Hourly,Orlando,548,548,1.0,Terminated
4697,2022-10-01,Strategy,L2,Hourly,MoonMart2,92,92,1.0,Terminated
4699,2022-10-01,Strategy,L2,Hourly,MoonMart2,92,92,1.0,Terminated
4700,2023-10-01,Strategy,L3,Salary,MoonMart1,457,457,1.0,Terminated
4702,2024-07-01,Strategy,L3,Salary,Orlando,731,731,1.0,Terminated
4703,2023-01-01,Strategy,L2,Hourly,MoonMart1,182,182,1.0,Terminated
4704,2024-07-01,Strategy,L3,Salary,Orlando,731,731,1.0,Terminated
4705,2022-10-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4706,2024-04-01,Strategy,L3,Salary,Orlando,639,366,2.0,Terminated
4707,2023-04-01,Strategy,L3,Salary,Orlando,273,273,1.0,Terminated
4708,2022-10-01,Strategy,L3,Salary,Orlando,92,92,1.0,Terminated
4709,2022-10-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4710,2022-10-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4712,2022-10-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4714,2024-10-01,Strategy,L3,Salary,MoonMart2,731,366,2.0,Active
4715,2023-01-01,Strategy,L2,Hourly,MoonMart2,182,182,1.0,Terminated
4716,2022-10-01,Strategy,L3,Salary,Orlando,92,92,1.0,Terminated
4717,2022-10-01,Strategy,L2,Hourly,Orlando,92,92,1.0,Terminated
4718,2023-10-01,Strategy,L2,Hourly,MoonMart1,457,457,1.0,Terminated
4719,2023-10-01,Strategy,L2,Hourly,Orlando,457,457,1.0,Terminated
4720,2023-10-01,Strategy,L2,Hourly,Orlando,457,457,1.0,Terminated
4721,2024-01-01,Strategy,L2,Hourly,MoonMart1,548,548,1.0,Terminated
4722,2023-01-01,Strategy,L3,Salary,MoonMart2,182,182,1.0,Terminated
4723,2022-10-01,Strategy,L2,Hourly,MoonMart1,92,92,1.0,Terminated
4726,2023-10-01,Strategy,L2,Hourly,Orlando,457,457,1.0,Terminated
4727,2023-01-01,Strategy,L2,Hourly,MoonMart1,182,182,1.0,Terminated
4728,2023-04-01,Strategy,L3,Salary,Orlando,273,273,1.0,Terminated
4729,2023-07-01,Strategy,L2,Hourly,Orlando,365,365,1.0,Terminated
4730,2024-10-01,Strategy,L3,Salary,MoonMart2,731,366,2.0,Active
4731,2023-07-01,Strategy,L2,Hourly,Orlando,365,365,1.0,Terminated
4732,2023-04-01,Strategy,L2,Hourly,Orlando,273,273,1.0,Terminated
4733,2024-10-01,Strategy,L3,Salary,Orlando,731,458,2.0,Active
4734,2023-10-01,Strategy,L2,Hourly,MoonMart1,457,457,1.0,Terminated
4735,2022-10-01,Strategy,L2,Hourly,MoonMart1,92,92,1.0,Terminated
4738,2023-07-01,Strategy,L3,Salary,Orlando,365,365,1.0,Terminated
4741,2023-01-01,Strategy,L2,Hourly,Orlando,182,182,1.0,Terminated
4742,2022-10-01,Strategy,L3,Salary,Orlando,92,92,1.0,Terminated
4744,2023-07-01,Strategy,L2,Hourly,MoonMart2,365,365,1.0,Terminated
4745,2022-10-01,Strategy,L2,Hourly,MoonMart2,92,92,1.0,Terminated
4747,2023-10-01,Strategy,L2,Hourly,Orlando,457,457,1.0,Terminated
4749,2023-04-01,Strategy,L3,Salary,Orlando,273,273,1.0,Terminated
4751,2022-10-01,Strategy,L2,Hourly,MoonMart2,92,92,1.0,Terminated
4754,2023-10-01,Strategy,L2,Hourly,Orlando,457,457,1.0,Terminated
4756,2023-04-01,Strategy,L2,Hourly,Orlando,273,273,1.0,Terminated
4757,2023-04-01,Strategy,L3,Salary,Orlando,273,273,1.0,Terminated
4758,2022-10-01,Strategy,L3,Salary,MoonMart2,92,92,1.0,Terminated
4759,2023-07-01,Strategy,L2,Hourly,MoonMart2,365,365,1.0,Terminated
4760,2023-01-01,Strategy,L2,Hourly,MoonMart1,182,182,1.0,Terminated
4761,2022-10-01,Strategy,L2,Hourly,MoonMart2,92,92,1.0,Terminated
4762,2024-04-01,Strategy,L3,Salary,Orlando,639,366,2.0,Terminated
4763,2023-07-01,Strategy,L2,Hourly,Orlando,365,365,1.0,Terminated
